Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 520, 449, 126, 4331, 0.805, 0.537, 0.644, 0.778, 3.507
Columba, 866, 103, 183, 4274, 0.826, 0.894, 0.858, 0.784, 3.623
EMF, 757, 212, 167, 4290, 0.819, 0.781, 0.800, 0.782, 3.588
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 509, 460, 140, 4317, 0.784, 0.525, 0.629, 0.772, 3.392
JFreeChart, 782, 187, 213, 4244, 0.786, 0.807, 0.796, 0.773, 3.401
JMeter, 797, 172, 167, 4290, 0.827, 0.822, 0.825, 0.784, 3.630
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 858, 111, 214, 4243, 0.800, 0.885, 0.841, 0.777, 3.482
Dubbo, 526, 443, 97, 4360, 0.844, 0.543, 0.661, 0.788, 3.728
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 657, 312, 115, 4342, 0.851, 0.678, 0.755, 0.790, 3.765
Hive, 824, 145, 171, 4286, 0.828, 0.850, 0.839, 0.784, 3.637
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 852, 117, 171, 4286, 0.833, 0.879, 0.855, 0.786, 3.664
SpringFramework, 802, 167, 189, 4268, 0.809, 0.828, 0.818, 0.779, 3.532
Storm, 773, 196, 163, 4294, 0.826, 0.798, 0.812, 0.784, 3.624
Tomcat, 773, 196, 176, 4281, 0.815, 0.798, 0.806, 0.781, 3.561
Zookeeper, 629, 340, 137, 4320, 0.821, 0.649, 0.725, 0.783, 3.598
