Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 60, 68, 17, 3945, 0.779, 0.469, 0.585, 0.960, 23.899
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 78, 50, 21, 3941, 0.788, 0.609, 0.687, 0.960, 24.175
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 46, 82, 45, 3917, 0.505, 0.359, 0.420, 0.938, 15.152
JFreeChart, 94, 34, 37, 3925, 0.718, 0.734, 0.726, 0.956, 21.928
JMeter, 83, 45, 14, 3948, 0.856, 0.648, 0.738, 0.963, 26.341
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 89, 39, 16, 3946, 0.848, 0.695, 0.764, 0.963, 26.084
Dubbo, 51, 77, 5, 3957, 0.911, 0.398, 0.554, 0.966, 28.100
Gradle, 57, 71, 5, 3957, 0.919, 0.445, 0.600, 0.966, 28.376
Groovy, 84, 44, 15, 3947, 0.848, 0.656, 0.740, 0.963, 26.112
Hive, 106, 22, 17, 3945, 0.862, 0.828, 0.845, 0.964, 26.537
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 106, 22, 16, 3946, 0.869, 0.828, 0.848, 0.964, 26.763
SpringFramework, 93, 35, 9, 3953, 0.912, 0.727, 0.809, 0.966, 28.134
Storm, 82, 46, 13, 3949, 0.863, 0.641, 0.735, 0.964, 26.581
Tomcat, 87, 41, 16, 3946, 0.845, 0.680, 0.753, 0.963, 25.990
Zookeeper, 67, 61, 7, 3955, 0.905, 0.523, 0.663, 0.965, 27.931
