Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 150, 171, 95, 2908, 0.612, 0.467, 0.530, 0.842, 5.340
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 241, 80, 153, 2850, 0.612, 0.751, 0.674, 0.842, 5.334
EMF, 232, 89, 133, 2870, 0.636, 0.723, 0.676, 0.848, 5.582
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 168, 153, 200, 2803, 0.457, 0.523, 0.488, 0.788, 3.727
JFreeChart, 246, 75, 245, 2758, 0.501, 0.766, 0.606, 0.807, 4.188
JMeter, 230, 91, 122, 2881, 0.653, 0.717, 0.684, 0.852, 5.766
JRuby, 231, 90, 130, 2873, 0.640, 0.720, 0.677, 0.849, 5.626
SQuirrel, 238, 83, 149, 2854, 0.615, 0.741, 0.672, 0.843, 5.368
Dubbo, 149, 172, 70, 2933, 0.680, 0.464, 0.552, 0.858, 6.045
Groovy, 195, 126, 93, 2910, 0.677, 0.607, 0.640, 0.857, 6.011
Hive, 221, 100, 123, 2880, 0.642, 0.688, 0.665, 0.850, 5.653
Maven, 203, 118, 150, 2853, 0.575, 0.632, 0.602, 0.832, 4.955
Poi, 237, 84, 139, 2864, 0.630, 0.738, 0.680, 0.847, 5.527
SpringFramework, 226, 95, 137, 2866, 0.623, 0.704, 0.661, 0.845, 5.447
Storm, 222, 99, 130, 2873, 0.631, 0.692, 0.660, 0.847, 5.531
Tomcat, 216, 105, 118, 2885, 0.647, 0.673, 0.660, 0.851, 5.697
Zookeeper, 160, 161, 80, 2923, 0.667, 0.498, 0.570, 0.855, 5.903
