Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 491, 555, 317, 27977, 0.608, 0.469, 0.530, 0.941, 16.045
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 771, 275, 392, 27902, 0.663, 0.737, 0.698, 0.946, 17.595
EMF, 691, 355, 456, 27838, 0.602, 0.661, 0.630, 0.941, 15.898
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 491, 555, 1180, 27114, 0.294, 0.469, 0.361, 0.879, 7.242
JFreeChart, 717, 329, 853, 27441, 0.457, 0.685, 0.548, 0.922, 11.810
JMeter, 721, 325, 329, 27965, 0.687, 0.689, 0.688, 0.948, 18.261
JRuby, 776, 270, 348, 27946, 0.690, 0.742, 0.715, 0.948, 18.365
SQuirrel, 741, 305, 426, 27868, 0.635, 0.708, 0.670, 0.944, 16.810
Dubbo, 489, 557, 282, 28012, 0.634, 0.467, 0.538, 0.944, 16.790
Gradle, 561, 485, 413, 27881, 0.576, 0.536, 0.555, 0.938, 15.156
Groovy, 600, 446, 229, 28065, 0.724, 0.574, 0.640, 0.951, 19.301
Maven, 638, 408, 664, 27630, 0.490, 0.610, 0.543, 0.927, 12.745
Poi, 781, 265, 334, 27960, 0.700, 0.747, 0.723, 0.949, 18.647
SpringFramework, 712, 334, 307, 27987, 0.699, 0.681, 0.690, 0.949, 18.599
Storm, 677, 369, 289, 28005, 0.701, 0.647, 0.673, 0.949, 18.658
Tomcat, 693, 353, 330, 27964, 0.677, 0.663, 0.670, 0.947, 18.001
Zookeeper, 533, 513, 265, 28029, 0.668, 0.510, 0.578, 0.947, 17.735
