Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 27, 36, 25, 2603, 0.519, 0.429, 0.470, 0.955, 21.179
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 28, 35, 32, 2596, 0.467, 0.444, 0.455, 0.950, 18.933
EMF, 22, 41, 31, 2597, 0.415, 0.349, 0.379, 0.944, 16.730
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 20, 43, 100, 2528, 0.167, 0.317, 0.219, 0.860, 6.119
JFreeChart, 30, 33, 59, 2569, 0.337, 0.476, 0.395, 0.931, 13.398
JMeter, 21, 42, 22, 2606, 0.488, 0.333, 0.396, 0.952, 19.860
JRuby, 34, 29, 28, 2600, 0.548, 0.540, 0.544, 0.957, 22.424
SQuirrel, 25, 38, 27, 2601, 0.481, 0.397, 0.435, 0.951, 19.536
Dubbo, 23, 40, 27, 2601, 0.460, 0.365, 0.407, 0.949, 18.649
Gradle, 23, 40, 18, 2610, 0.561, 0.365, 0.442, 0.958, 22.962
Groovy, 23, 40, 30, 2598, 0.434, 0.365, 0.397, 0.946, 17.536
Hive, 31, 32, 15, 2613, 0.674, 0.492, 0.569, 0.965, 27.786
Maven, 24, 39, 46, 2582, 0.343, 0.381, 0.361, 0.932, 13.645
Poi, 32, 31, 19, 2609, 0.627, 0.508, 0.561, 0.963, 25.801
SpringFramework, 25, 38, 23, 2605, 0.521, 0.397, 0.450, 0.955, 21.247
Storm, 28, 35, 31, 2597, 0.475, 0.444, 0.459, 0.951, 19.271
Tomcat, 33, 30, 16, 2612, 0.673, 0.524, 0.589, 0.965, 27.767
