Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 165, 156, 121, 2882, 0.577, 0.514, 0.544, 0.833, 4.974
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 242, 79, 147, 2856, 0.622, 0.754, 0.682, 0.845, 5.442
EMF, 233, 88, 135, 2868, 0.633, 0.726, 0.676, 0.847, 5.556
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 179, 142, 212, 2791, 0.458, 0.558, 0.503, 0.789, 3.741
JFreeChart, 242, 79, 232, 2771, 0.511, 0.754, 0.609, 0.811, 4.287
JMeter, 230, 91, 120, 2883, 0.657, 0.717, 0.686, 0.853, 5.805
JRuby, 231, 90, 130, 2873, 0.640, 0.720, 0.677, 0.849, 5.626
SQuirrel, 242, 79, 174, 2829, 0.582, 0.754, 0.657, 0.834, 5.024
Dubbo, 165, 156, 76, 2927, 0.685, 0.514, 0.587, 0.859, 6.090
Groovy, 208, 113, 103, 2900, 0.669, 0.648, 0.658, 0.856, 5.926
Hive, 225, 96, 133, 2870, 0.628, 0.701, 0.663, 0.846, 5.508
Maven, 203, 118, 150, 2853, 0.575, 0.632, 0.602, 0.832, 4.955
Poi, 240, 81, 147, 2856, 0.620, 0.748, 0.678, 0.844, 5.422
SpringFramework, 222, 99, 125, 2878, 0.640, 0.692, 0.665, 0.849, 5.625
Storm, 229, 92, 140, 2863, 0.621, 0.713, 0.664, 0.844, 5.426
Tomcat, 219, 102, 125, 2878, 0.637, 0.682, 0.659, 0.848, 5.592
Zookeeper, 178, 143, 88, 2915, 0.669, 0.555, 0.606, 0.856, 5.929
