Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 34, 29, 43, 2585, 0.442, 0.540, 0.486, 0.947, 17.861
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 26, 37, 28, 2600, 0.481, 0.413, 0.444, 0.951, 19.566
EMF, 22, 41, 31, 2597, 0.415, 0.349, 0.379, 0.944, 16.730
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 24, 39, 100, 2528, 0.194, 0.381, 0.257, 0.879, 7.267
JFreeChart, 28, 35, 46, 2582, 0.378, 0.444, 0.409, 0.938, 15.162
JMeter, 23, 40, 26, 2602, 0.469, 0.365, 0.411, 0.950, 19.050
JRuby, 34, 29, 28, 2600, 0.548, 0.540, 0.544, 0.957, 22.424
SQuirrel, 25, 38, 33, 2595, 0.431, 0.397, 0.413, 0.946, 17.411
Dubbo, 24, 39, 28, 2600, 0.462, 0.381, 0.417, 0.949, 18.714
Gradle, 23, 40, 18, 2610, 0.561, 0.365, 0.442, 0.958, 22.962
Groovy, 24, 39, 38, 2590, 0.387, 0.381, 0.384, 0.940, 15.535
Hive, 34, 29, 24, 2604, 0.586, 0.540, 0.562, 0.960, 24.039
Maven, 24, 39, 46, 2582, 0.343, 0.381, 0.361, 0.932, 13.645
Poi, 33, 30, 26, 2602, 0.559, 0.524, 0.541, 0.958, 22.891
SpringFramework, 23, 40, 18, 2610, 0.561, 0.365, 0.442, 0.958, 22.962
Storm, 29, 34, 27, 2601, 0.518, 0.460, 0.487, 0.955, 21.120
Tomcat, 34, 29, 20, 2608, 0.630, 0.540, 0.581, 0.963, 25.894
