Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 548, 421, 154, 4303, 0.781, 0.566, 0.656, 0.771, 3.371
Columba, 866, 103, 181, 4276, 0.827, 0.894, 0.859, 0.784, 3.632
EMF, 779, 190, 177, 4280, 0.815, 0.804, 0.809, 0.781, 3.563
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 556, 413, 159, 4298, 0.778, 0.574, 0.660, 0.770, 3.354
JFreeChart, 785, 184, 223, 4234, 0.779, 0.810, 0.794, 0.771, 3.361
JMeter, 797, 172, 170, 4287, 0.824, 0.822, 0.823, 0.783, 3.615
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 893, 76, 233, 4224, 0.793, 0.922, 0.853, 0.775, 3.441
Dubbo, 571, 398, 107, 4350, 0.842, 0.589, 0.693, 0.788, 3.716
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 697, 272, 142, 4315, 0.831, 0.719, 0.771, 0.785, 3.652
Hive, 809, 160, 167, 4290, 0.829, 0.835, 0.832, 0.785, 3.641
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 873, 96, 175, 4282, 0.833, 0.901, 0.866, 0.786, 3.665
SpringFramework, 761, 208, 178, 4279, 0.810, 0.785, 0.798, 0.780, 3.538
Storm, 833, 136, 181, 4276, 0.821, 0.860, 0.840, 0.783, 3.600
Tomcat, 770, 199, 170, 4287, 0.819, 0.795, 0.807, 0.782, 3.587
Zookeeper, 671, 298, 152, 4305, 0.815, 0.692, 0.749, 0.781, 3.565
