Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 18, 67, 8, 1556, 0.692, 0.212, 0.324, 0.926, 12.431
ArgoUML, 35, 50, 25, 1539, 0.583, 0.412, 0.483, 0.912, 10.317
Columba, 54, 31, 19, 1545, 0.740, 0.635, 0.684, 0.930, 13.351
EMF, 35, 50, 22, 1542, 0.614, 0.412, 0.493, 0.916, 10.912
Hibernate, 43, 42, 26, 1538, 0.623, 0.506, 0.558, 0.917, 11.090
JEdit, 16, 69, 7, 1557, 0.696, 0.188, 0.296, 0.926, 12.496
JFreeChart, 40, 45, 34, 1530, 0.541, 0.471, 0.503, 0.905, 9.486
JMeter, 42, 43, 19, 1545, 0.689, 0.494, 0.575, 0.925, 12.357
JRuby, 56, 29, 18, 1546, 0.757, 0.659, 0.704, 0.932, 13.681
SQuirrel, 35, 50, 18, 1546, 0.660, 0.412, 0.507, 0.922, 11.811
Gradle, 25, 60, 14, 1550, 0.641, 0.294, 0.403, 0.920, 11.436
Groovy, 34, 51, 7, 1557, 0.829, 0.400, 0.540, 0.938, 15.088
Hive, 50, 35, 17, 1547, 0.746, 0.588, 0.658, 0.931, 13.478
Maven, 28, 57, 22, 1542, 0.560, 0.329, 0.415, 0.908, 9.864
Poi, 56, 29, 20, 1544, 0.737, 0.659, 0.696, 0.930, 13.295
SpringFramework, 46, 39, 17, 1547, 0.730, 0.541, 0.622, 0.929, 13.165
Storm, 40, 45, 19, 1545, 0.678, 0.471, 0.556, 0.924, 12.153
Tomcat, 47, 38, 19, 1545, 0.712, 0.553, 0.623, 0.928, 12.815
Zookeeper, 37, 48, 16, 1548, 0.698, 0.435, 0.536, 0.926, 12.543
