Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 25, 67, 29, 3518, 0.463, 0.272, 0.342, 0.945, 17.312
ArgoUML, 45, 47, 49, 3498, 0.479, 0.489, 0.484, 0.947, 17.936
Columba, 55, 37, 25, 3522, 0.688, 0.598, 0.640, 0.963, 26.194
EMF, 49, 43, 45, 3502, 0.521, 0.533, 0.527, 0.952, 19.619
Hibernate, 62, 30, 92, 3455, 0.403, 0.674, 0.504, 0.937, 14.924
JEdit, 34, 58, 73, 3474, 0.318, 0.370, 0.342, 0.920, 11.569
JFreeChart, 51, 41, 84, 3463, 0.378, 0.554, 0.449, 0.933, 13.943
JMeter, 50, 42, 22, 3525, 0.694, 0.543, 0.610, 0.964, 26.468
JRuby, 59, 33, 39, 3508, 0.602, 0.641, 0.621, 0.958, 22.813
SQuirrel, 51, 41, 19, 3528, 0.729, 0.554, 0.630, 0.965, 27.818
Dubbo, 30, 62, 20, 3527, 0.600, 0.326, 0.423, 0.958, 22.733
Gradle, 34, 58, 29, 3518, 0.540, 0.370, 0.439, 0.953, 20.347
Groovy, 47, 45, 38, 3509, 0.553, 0.511, 0.531, 0.954, 20.871
Hive, 53, 39, 26, 3521, 0.671, 0.576, 0.620, 0.962, 25.536
Maven, 43, 49, 80, 3467, 0.350, 0.467, 0.400, 0.928, 12.828
Poi, 53, 39, 14, 3533, 0.791, 0.576, 0.667, 0.968, 30.289
SpringFramework, 49, 43, 25, 3522, 0.662, 0.533, 0.590, 0.962, 25.191
Tomcat, 52, 40, 26, 3521, 0.667, 0.565, 0.612, 0.962, 25.370
Zookeeper, 37, 55, 34, 3513, 0.521, 0.402, 0.454, 0.951, 19.613
