Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 458, 511, 91, 4366, 0.834, 0.473, 0.603, 0.786, 3.671
Columba, 854, 115, 166, 4291, 0.837, 0.881, 0.859, 0.787, 3.688
EMF, 768, 201, 163, 4294, 0.825, 0.793, 0.808, 0.784, 3.619
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 529, 440, 113, 4344, 0.824, 0.546, 0.657, 0.783, 3.614
JFreeChart, 759, 210, 190, 4267, 0.800, 0.783, 0.791, 0.777, 3.478
JMeter, 797, 172, 167, 4290, 0.827, 0.822, 0.825, 0.784, 3.630
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 868, 101, 195, 4262, 0.817, 0.896, 0.854, 0.781, 3.572
Dubbo, 489, 480, 83, 4374, 0.855, 0.505, 0.635, 0.791, 3.787
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 632, 337, 115, 4342, 0.846, 0.652, 0.737, 0.789, 3.738
Hive, 781, 188, 160, 4297, 0.830, 0.806, 0.818, 0.785, 3.647
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 808, 161, 156, 4301, 0.838, 0.834, 0.836, 0.787, 3.693
SpringFramework, 777, 192, 172, 4285, 0.819, 0.802, 0.810, 0.782, 3.585
Storm, 776, 193, 163, 4294, 0.826, 0.801, 0.813, 0.784, 3.628
Tomcat, 745, 224, 158, 4299, 0.825, 0.769, 0.796, 0.784, 3.620
Zookeeper, 661, 308, 140, 4317, 0.825, 0.682, 0.747, 0.784, 3.621
