Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 41, 87, 11, 3951, 0.788, 0.320, 0.456, 0.960, 24.194
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 80, 48, 20, 3942, 0.800, 0.625, 0.702, 0.961, 24.563
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 49, 79, 38, 3924, 0.563, 0.383, 0.456, 0.944, 16.997
JFreeChart, 90, 38, 18, 3944, 0.833, 0.703, 0.763, 0.962, 25.628
JMeter, 83, 45, 14, 3948, 0.856, 0.648, 0.738, 0.963, 26.341
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 86, 42, 13, 3949, 0.869, 0.672, 0.758, 0.964, 26.757
Dubbo, 49, 79, 5, 3957, 0.907, 0.383, 0.538, 0.966, 27.995
Gradle, 57, 71, 5, 3957, 0.919, 0.445, 0.600, 0.966, 28.376
Groovy, 80, 48, 16, 3946, 0.833, 0.625, 0.714, 0.962, 25.628
Hive, 79, 49, 10, 3952, 0.888, 0.617, 0.728, 0.965, 27.363
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 99, 29, 17, 3945, 0.853, 0.773, 0.811, 0.963, 26.270
SpringFramework, 94, 34, 7, 3955, 0.931, 0.734, 0.821, 0.966, 28.739
Storm, 81, 47, 15, 3947, 0.844, 0.633, 0.723, 0.963, 25.960
Tomcat, 80, 48, 13, 3949, 0.860, 0.625, 0.724, 0.964, 26.487
Zookeeper, 61, 67, 4, 3958, 0.938, 0.477, 0.632, 0.967, 28.987
