Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 113, 208, 75, 2928, 0.601, 0.352, 0.444, 0.839, 5.224
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 228, 93, 133, 2870, 0.632, 0.710, 0.669, 0.847, 5.540
EMF, 234, 87, 124, 2879, 0.654, 0.729, 0.689, 0.852, 5.768
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 179, 142, 180, 2823, 0.499, 0.558, 0.526, 0.806, 4.163
JFreeChart, 230, 91, 192, 2811, 0.545, 0.717, 0.619, 0.823, 4.644
JMeter, 230, 91, 122, 2881, 0.653, 0.717, 0.684, 0.852, 5.766
JRuby, 231, 90, 130, 2873, 0.640, 0.720, 0.677, 0.849, 5.626
SQuirrel, 232, 89, 135, 2868, 0.632, 0.723, 0.674, 0.847, 5.546
Dubbo, 140, 181, 57, 2946, 0.711, 0.436, 0.541, 0.864, 6.359
Groovy, 191, 130, 83, 2920, 0.697, 0.595, 0.642, 0.861, 6.218
Hive, 207, 114, 115, 2888, 0.643, 0.645, 0.644, 0.850, 5.657
Maven, 203, 118, 150, 2853, 0.575, 0.632, 0.602, 0.832, 4.955
Poi, 223, 98, 117, 2886, 0.656, 0.695, 0.675, 0.853, 5.792
SpringFramework, 217, 104, 118, 2885, 0.648, 0.676, 0.662, 0.851, 5.708
Storm, 218, 103, 112, 2891, 0.661, 0.679, 0.670, 0.854, 5.841
Tomcat, 209, 112, 109, 2894, 0.657, 0.651, 0.654, 0.853, 5.806
Zookeeper, 170, 151, 70, 2933, 0.708, 0.530, 0.606, 0.864, 6.335
