Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 403, 643, 251, 28043, 0.616, 0.385, 0.474, 0.942, 16.284
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 755, 291, 319, 27975, 0.703, 0.722, 0.712, 0.949, 18.718
EMF, 678, 368, 360, 27934, 0.653, 0.648, 0.651, 0.945, 17.321
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 490, 556, 881, 27413, 0.357, 0.468, 0.405, 0.900, 9.025
JFreeChart, 674, 372, 563, 27731, 0.545, 0.644, 0.590, 0.935, 14.283
JMeter, 721, 325, 329, 27965, 0.687, 0.689, 0.688, 0.948, 18.261
JRuby, 776, 270, 348, 27946, 0.690, 0.742, 0.715, 0.948, 18.365
SQuirrel, 729, 317, 359, 27935, 0.670, 0.697, 0.683, 0.947, 17.794
Dubbo, 445, 601, 237, 28057, 0.652, 0.425, 0.515, 0.945, 17.302
Gradle, 561, 485, 413, 27881, 0.576, 0.536, 0.555, 0.938, 15.156
Groovy, 580, 466, 200, 28094, 0.744, 0.554, 0.635, 0.952, 19.857
Maven, 638, 408, 664, 27630, 0.490, 0.610, 0.543, 0.927, 12.745
Poi, 768, 278, 282, 28012, 0.731, 0.734, 0.733, 0.951, 19.516
SpringFramework, 699, 347, 278, 28016, 0.715, 0.668, 0.691, 0.950, 19.068
Storm, 672, 374, 254, 28040, 0.726, 0.642, 0.682, 0.951, 19.356
Tomcat, 670, 376, 317, 27977, 0.679, 0.641, 0.659, 0.947, 18.041
Zookeeper, 532, 514, 240, 28054, 0.689, 0.509, 0.585, 0.948, 18.330
