Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 24, 39, 22, 2606, 0.522, 0.381, 0.440, 0.955, 21.286
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 26, 37, 23, 2605, 0.531, 0.413, 0.464, 0.956, 21.665
EMF, 22, 41, 17, 2611, 0.564, 0.349, 0.431, 0.958, 23.095
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 19, 44, 82, 2546, 0.188, 0.302, 0.232, 0.876, 7.035
JFreeChart, 27, 36, 31, 2597, 0.466, 0.429, 0.446, 0.950, 18.884
JMeter, 21, 42, 22, 2606, 0.488, 0.333, 0.396, 0.952, 19.860
JRuby, 34, 29, 28, 2600, 0.548, 0.540, 0.544, 0.957, 22.424
SQuirrel, 25, 38, 21, 2607, 0.543, 0.397, 0.459, 0.957, 22.214
Dubbo, 20, 43, 23, 2605, 0.465, 0.317, 0.377, 0.950, 18.867
Gradle, 23, 40, 18, 2610, 0.561, 0.365, 0.442, 0.958, 22.962
Groovy, 24, 39, 27, 2601, 0.471, 0.381, 0.421, 0.950, 19.101
Hive, 28, 35, 18, 2610, 0.609, 0.444, 0.514, 0.962, 25.000
Maven, 24, 39, 46, 2582, 0.343, 0.381, 0.361, 0.932, 13.645
Poi, 29, 34, 17, 2611, 0.630, 0.460, 0.532, 0.963, 25.929
SpringFramework, 24, 39, 15, 2613, 0.615, 0.381, 0.471, 0.962, 25.286
Storm, 28, 35, 25, 2603, 0.528, 0.444, 0.483, 0.956, 21.566
Tomcat, 33, 30, 9, 2619, 0.786, 0.524, 0.629, 0.970, 32.561
