Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 507, 462, 115, 4342, 0.815, 0.523, 0.637, 0.781, 3.564
Columba, 857, 112, 173, 4284, 0.832, 0.884, 0.857, 0.785, 3.659
EMF, 735, 234, 165, 4292, 0.817, 0.759, 0.787, 0.781, 3.573
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 488, 481, 109, 4348, 0.817, 0.504, 0.623, 0.782, 3.577
JFreeChart, 761, 208, 194, 4263, 0.797, 0.785, 0.791, 0.776, 3.462
JMeter, 797, 172, 167, 4290, 0.827, 0.822, 0.825, 0.784, 3.630
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 876, 93, 208, 4249, 0.808, 0.904, 0.853, 0.779, 3.525
Dubbo, 563, 406, 115, 4342, 0.830, 0.581, 0.684, 0.785, 3.650
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 632, 337, 115, 4342, 0.846, 0.652, 0.737, 0.789, 3.738
Hive, 805, 164, 158, 4299, 0.836, 0.831, 0.833, 0.786, 3.681
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 814, 155, 157, 4300, 0.838, 0.840, 0.839, 0.787, 3.694
SpringFramework, 783, 186, 177, 4280, 0.816, 0.808, 0.812, 0.781, 3.567
Storm, 756, 213, 157, 4300, 0.828, 0.780, 0.803, 0.784, 3.637
Tomcat, 701, 268, 140, 4317, 0.834, 0.723, 0.775, 0.786, 3.667
Zookeeper, 565, 404, 118, 4339, 0.827, 0.583, 0.684, 0.784, 3.632
