Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 153, 168, 83, 2920, 0.648, 0.477, 0.549, 0.851, 5.713
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 231, 90, 144, 2859, 0.616, 0.720, 0.664, 0.843, 5.379
EMF, 226, 95, 123, 2880, 0.648, 0.704, 0.675, 0.851, 5.706
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 170, 151, 184, 2819, 0.480, 0.530, 0.504, 0.799, 3.973
JFreeChart, 233, 88, 186, 2817, 0.556, 0.726, 0.630, 0.826, 4.758
JMeter, 230, 91, 122, 2881, 0.653, 0.717, 0.684, 0.852, 5.766
JRuby, 231, 90, 130, 2873, 0.640, 0.720, 0.677, 0.849, 5.626
SQuirrel, 233, 88, 149, 2854, 0.610, 0.726, 0.663, 0.842, 5.316
Dubbo, 160, 161, 72, 2931, 0.690, 0.498, 0.579, 0.860, 6.141
Groovy, 191, 130, 83, 2920, 0.697, 0.595, 0.642, 0.861, 6.218
Hive, 216, 105, 122, 2881, 0.639, 0.673, 0.656, 0.849, 5.617
Maven, 203, 118, 150, 2853, 0.575, 0.632, 0.602, 0.832, 4.955
Poi, 225, 96, 120, 2883, 0.652, 0.701, 0.676, 0.852, 5.753
SpringFramework, 223, 98, 114, 2889, 0.662, 0.695, 0.678, 0.854, 5.852
Storm, 214, 107, 123, 2880, 0.635, 0.667, 0.650, 0.848, 5.576
Tomcat, 205, 116, 124, 2879, 0.623, 0.639, 0.631, 0.845, 5.452
Zookeeper, 151, 170, 66, 2937, 0.696, 0.470, 0.561, 0.861, 6.206
