Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 42, 86, 10, 3952, 0.808, 0.328, 0.467, 0.961, 24.808
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 81, 47, 13, 3949, 0.862, 0.633, 0.730, 0.964, 26.534
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 46, 82, 41, 3921, 0.529, 0.359, 0.428, 0.941, 15.895
JFreeChart, 88, 40, 20, 3942, 0.815, 0.688, 0.746, 0.962, 25.036
JMeter, 83, 45, 14, 3948, 0.856, 0.648, 0.738, 0.963, 26.341
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 92, 36, 13, 3949, 0.876, 0.719, 0.790, 0.964, 26.997
Dubbo, 53, 75, 5, 3957, 0.914, 0.414, 0.570, 0.966, 28.199
Gradle, 57, 71, 5, 3957, 0.919, 0.445, 0.600, 0.966, 28.376
Groovy, 80, 48, 16, 3946, 0.833, 0.625, 0.714, 0.962, 25.628
Hive, 90, 38, 12, 3950, 0.882, 0.703, 0.783, 0.965, 27.194
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 104, 24, 18, 3944, 0.852, 0.813, 0.832, 0.963, 26.239
SpringFramework, 91, 37, 8, 3954, 0.919, 0.711, 0.802, 0.966, 28.371
Storm, 83, 45, 12, 3950, 0.874, 0.648, 0.744, 0.964, 26.917
Tomcat, 75, 53, 11, 3951, 0.872, 0.586, 0.701, 0.964, 26.866
Zookeeper, 61, 67, 5, 3957, 0.924, 0.477, 0.629, 0.966, 28.532
