Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 18, 67, 9, 1555, 0.667, 0.212, 0.321, 0.923, 11.933
ArgoUML, 35, 50, 25, 1539, 0.583, 0.412, 0.483, 0.912, 10.317
Columba, 56, 29, 20, 1544, 0.737, 0.659, 0.696, 0.930, 13.295
EMF, 32, 53, 18, 1546, 0.640, 0.376, 0.474, 0.919, 11.416
Hibernate, 43, 42, 26, 1538, 0.623, 0.506, 0.558, 0.917, 11.090
JEdit, 17, 68, 7, 1557, 0.708, 0.200, 0.312, 0.927, 12.742
JFreeChart, 44, 41, 34, 1530, 0.564, 0.518, 0.540, 0.909, 9.944
JMeter, 42, 43, 19, 1545, 0.689, 0.494, 0.575, 0.925, 12.357
JRuby, 56, 29, 18, 1546, 0.757, 0.659, 0.704, 0.932, 13.681
SQuirrel, 36, 49, 20, 1544, 0.643, 0.424, 0.511, 0.920, 11.471
Gradle, 25, 60, 14, 1550, 0.641, 0.294, 0.403, 0.920, 11.436
Groovy, 34, 51, 7, 1557, 0.829, 0.400, 0.540, 0.938, 15.088
Hive, 50, 35, 18, 1546, 0.735, 0.588, 0.654, 0.930, 13.265
Maven, 28, 57, 22, 1542, 0.560, 0.329, 0.415, 0.908, 9.864
Poi, 57, 28, 18, 1546, 0.760, 0.671, 0.712, 0.932, 13.744
SpringFramework, 42, 43, 17, 1547, 0.712, 0.494, 0.583, 0.928, 12.810
Storm, 41, 44, 21, 1543, 0.661, 0.482, 0.558, 0.922, 11.829
Tomcat, 42, 43, 19, 1545, 0.689, 0.494, 0.575, 0.925, 12.357
Zookeeper, 31, 54, 13, 1551, 0.705, 0.365, 0.481, 0.927, 12.668
