Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 463, 583, 250, 28044, 0.649, 0.443, 0.526, 0.945, 17.215
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 759, 287, 351, 27943, 0.684, 0.726, 0.704, 0.948, 18.180
EMF, 673, 373, 361, 27933, 0.651, 0.643, 0.647, 0.945, 17.257
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 481, 565, 945, 27349, 0.337, 0.460, 0.389, 0.894, 8.461
JFreeChart, 676, 370, 554, 27740, 0.550, 0.646, 0.594, 0.935, 14.416
JMeter, 721, 325, 329, 27965, 0.687, 0.689, 0.688, 0.948, 18.261
JRuby, 776, 270, 348, 27946, 0.690, 0.742, 0.715, 0.948, 18.365
SQuirrel, 741, 305, 375, 27919, 0.664, 0.708, 0.685, 0.946, 17.624
Dubbo, 521, 525, 240, 28054, 0.685, 0.498, 0.577, 0.948, 18.204
Gradle, 561, 485, 413, 27881, 0.576, 0.536, 0.555, 0.938, 15.156
Groovy, 580, 466, 200, 28094, 0.744, 0.554, 0.635, 0.952, 19.857
Maven, 638, 408, 664, 27630, 0.490, 0.610, 0.543, 0.927, 12.745
Poi, 763, 283, 289, 28005, 0.725, 0.729, 0.727, 0.951, 19.344
SpringFramework, 700, 346, 246, 28048, 0.740, 0.669, 0.703, 0.952, 19.756
Storm, 648, 398, 248, 28046, 0.723, 0.620, 0.667, 0.951, 19.286
Tomcat, 655, 391, 360, 27934, 0.645, 0.626, 0.636, 0.945, 17.101
Zookeeper, 493, 553, 228, 28066, 0.684, 0.471, 0.558, 0.948, 18.180
